,id,tipo,nombre,mes_estreno,anio_estreno,Genero
16,tt0096174,Movie,Zarko Lausevic and Anja Sovagovic-Despot in Stela (1990),5.0,1990.0,Drama
17,tt0095902,Movie,Primo Baby (1990),8.0,1990.0,Drama
18,tt0096500,Movie,Miroslav Etzler in Zbabelec (1990),Desconocido,1990.0,Drama
19,tt0096845,Movie,Atlantic Rhapsody - 52 myndir úr Tórshavn (1990),1.0,1990.0,Drama
20,tt0097339,Movie,Father (1990),8.0,1990.0,Drama
21,tt0096817,Movie,Steven Weber and Belinda Becker in Los ángeles (1990),11.0,1991.0,Drama
22,tt0097129,Movie,Crossing the Line (1990),11.0,1990.0,Drama
23,tt0097298,Movie,Eternity (1990),11.0,1990.0,Drama
24,tt0096752,Movie,Hanna Schygulla and Daniela Schötz in Abrahams Gold (1990),4.0,1990.0,Drama
25,tt0097573,Movie,Jeff Lester and Adrianne Sachs in In the Cold of the Night (1990),12.0,1990.0,Drama
26,tt0097697,Movie,Könnyü vér (1990),9.0,1990.0,Drama
27,tt0097802,Movie,"Mado, poste restante (1990)",10.0,1990.0,Drama
28,tt0098144,Movie,La punyalada (1990),1.0,1990.0,Drama
29,tt0097968,Movie,Nezný barbar (1990),9.0,1990.0,Drama
30,tt0098139,Movie,Pont de Varsòvia (1990),3.0,1990.0,Drama
31,tt0098004,Movie,Nochevala tuchka zolotaya... (1990),5.0,1990.0,Drama
32,tt0097833,Movie,Marcowe migdaly (1990),2.0,1990.0,Drama
33,tt0097106,Movie,Conte de printemps (1990),2.0,1991.0,Drama
34,tt0096875,Movie,Jodie Foster and Dennis Hopper in Catchfire (1990),4.0,1990.0,Drama
35,tt0096296,Movie,Tragediya v stile rok (1990),2.0,1990.0,Drama
36,tt0097115,Movie,Charlie Sheen and Juliette Caton in Courage Mountain (1990),2.0,1990.0,Drama
37,tt0096838,Movie,L'assassina (1990),8.0,1990.0,Drama
38,tt0096879,Movie,Bal na dworcu w Koluszkach (1990),4.0,1990.0,Drama
39,tt0096984,Movie,Brodyachiy avtobus (1990),8.0,1990.0,Drama
40,tt0097475,Movie,A halálraítélt (1990),5.0,1990.0,Drama
41,tt0096883,Movie,Ballbuster (1990),Desconocido,1990.0,Drama
42,tt0098657,Movie,Winckelmanns Reisen (1990),11.0,1991.0,Drama
43,tt0097348,Movie,Fung yue tung lo (1990),5.0,1990.0,Drama
44,tt0096825,Movie,"Any Time, Any Play (1990)",11.0,1990.0,Drama
45,tt0097738,Movie,La leyenda de una máscara (1990),2.0,1991.0,Drama
